Status,Localidade,People,Usuário,Tipo de acesso,Operadora,Número (Designação),Valor Fidelizado,Centro de custo,Velocidade,Data Ativação,Data Desativação,vd,Obs. Acesso
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011540000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011570000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011580000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011590000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011600000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011620000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011630000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011640000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011650000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011660000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011670000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011680000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011690000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011700000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011710000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011720000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011740000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011750000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011760000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011770000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011780000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011790000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011800000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011810000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011820000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011830000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011860000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011870000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011880000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011900000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011910000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011930000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011940000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011950000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011960000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011970000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011980000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011990000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012000000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012010000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012020000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012040000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012050000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012060000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012070000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012090000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012100000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012110000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012120000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012130000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012140000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012150000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012160000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012170000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012180000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012190000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012200000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012210000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012220000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012240000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012270000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012280000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012290000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012300000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012310000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012320000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012330000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012350000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012360000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012380000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012390000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012400000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012420000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012430000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012460000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012480000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012490000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012510000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012530000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012540000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012550000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012560000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012570000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012590000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012610000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012640000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012660000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012670000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012700000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012720000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012730000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012750000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012780000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012790000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012800000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012810000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012820000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012830000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012840000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012890000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012900000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012910000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012930000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012940000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012950000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3012990000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013000000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013010000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013020000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013060000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013070000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013080000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013090000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013170000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013180000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013190000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013210000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013230000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013270000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013280000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013300000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013340000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013370000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013380000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013390000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013410000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013430000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013440000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013450000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013480000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013490000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013500000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013530000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013560000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013580000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013630000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013650000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013670000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013740000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013760000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013790000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013810000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013820000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013830000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013910000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013930000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013940000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013950000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013960000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3013980000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014010000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014020000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014040000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014090000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014110000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014120000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014130000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014150000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014180000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014200000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014240000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014250000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3014260000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
